year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
2024,LA,37451311.61,17743629.75,44134729.72,28.00,,2716.50,0.07,0.00,0.00,0.00,0.00,53877693.48,546964167.71,0.00,38922757.60,-1471445.99,-0.04
1995,MA,10928249.60,136599766.15,37324680.85,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,MA,2799212.78,32740662.81,9497828.25,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10928249.60,-8129036.83,-0.74
1997,MA,26116285.90,286354577.15,82088579.85,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2799212.78,23317073.12,8.33
1998,MA,27436263.70,313117966.00,83927823.61,10.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26116285.90,1319977.81,0.05
1999,MA,24133630.72,257306101.24,73138996.37,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27436263.70,-3302632.98,-0.12
2000,MA,21470002.39,224066814.72,63775680.00,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24133630.72,-2663628.33,-0.11
2001,MA,21571461.97,205838449.78,61792809.70,17.00,0.82,20998.80,0.13,7634554.51,7280149.77,5144033.00,65736.84,0.00,0.00,0.00,21470002.39,101459.58,0.00
2002,MA,21486934.43,181062283.84,57042613.98,24.00,0.71,21843.80,0.13,7339630.34,10838295.85,5768766.00,30359.88,0.00,0.00,0.00,21571461.97,-84527.54,0.00
2003,MA,23847340.05,171298445.69,48313175.72,25.00,0.50,22359.40,0.11,11332987.14,21983299.97,4977955.00,555805.10,0.00,0.00,0.00,21486934.43,2360405.62,0.11
2004,MA,23838827.94,159781153.26,42378859.16,24.00,0.51,22402.90,0.11,10712637.67,20836464.77,5938600.00,448670.54,0.00,0.00,0.00,23847340.05,-8512.11,0.00
2005,MA,26290987.36,163728877.86,42253543.24,26.00,0.55,22270.90,0.11,12309465.14,20530349.12,5475057.00,562472.06,0.00,0.00,0.00,23838827.94,2452159.42,0.10
2006,MA,23070167.41,101967202.99,24965010.62,26.00,0.51,22254.40,0.11,11277820.77,22897524.89,5829658.00,933746.55,0.00,0.00,0.00,26290987.36,-3220819.95,-0.12
2007,MA,25044476.01,107717139.86,20793964.11,26.00,0.53,22784.50,0.11,12122220.46,24886069.66,5119789.00,-33064.80,0.00,0.00,0.00,23070167.41,1974308.60,0.09
2008,MA,21189865.14,92694941.11,18756391.04,25.00,0.17,22785.50,0.12,32196566.62,64269070.07,17605917.00,1064985.16,845729382.34,1323788847.92,0.00,25044476.01,-3854610.87,-0.15
2009,MA,18661144.37,70364522.78,15555310.49,28.00,0.16,22839.80,0.12,27641118.36,62628244.79,16188063.00,2020316.49,764517017.50,1287356385.04,0.00,21189865.14,-2528720.77,-0.12
2010,MA,19808042.98,73783736.34,16371486.94,28.00,0.15,23002.40,0.12,25334319.64,75251030.46,17753439.00,2035825.58,706099238.16,1784216277.12,0.00,18661144.37,1146898.61,0.06
2011,MA,15638213.03,45401874.18,9435587.74,27.00,0.14,23325.20,0.12,12953281.82,76641092.39,15255660.00,2301573.35,385704397.05,1593005645.87,0.00,19808042.98,-4169829.95,-0.21
2012,MA,13220130.36,22152407.93,5809493.34,27.00,0.12,23631.10,0.12,7079762.66,72720682.34,17578620.00,2172673.99,135821134.46,1452625931.11,0.00,15638213.03,-2418082.67,-0.15
2013,MA,13679150.86,21681379.27,8333098.09,26.00,0.14,24813.90,0.13,12301964.11,63429511.76,12991929.00,2748724.83,339229815.47,1232866201.45,0.00,13220130.36,459020.49,0.03
2014,MA,11799430.02,9340817.00,7562369.26,26.00,0.13,26758.80,0.14,8911691.16,55392686.65,17307462.00,2830989.12,227501406.25,1045514524.86,0.00,13679150.86,-1879720.83,-0.14
2015,MA,12284140.06,5434221.25,6581970.69,24.00,0.13,27426.10,0.15,7276773.61,61548213.73,14984418.00,3026736.68,193028848.00,1197713212.52,0.00,11799430.02,484710.04,0.04
2016,MA,11573958.41,3434952.24,5099018.81,24.00,0.12,29284.30,0.15,5794494.73,63240715.62,16242954.00,3102350.14,145162841.50,1243835810.44,0.00,12284140.06,-710181.66,-0.06
2017,MA,11153920.04,2165860.79,4263676.23,24.00,0.12,31251.50,0.16,3463550.72,66285743.64,15141510.00,4775727.54,15964931.81,1462231115.22,0.00,11573958.41,-420038.36,-0.04
2018,MA,8343985.63,1484784.87,2732736.56,24.00,0.15,35149.70,0.19,0.00,36846966.67,8883126.00,3639381.78,0.00,1094509379.32,0.00,11153920.04,-2809934.42,-0.25
2019,MA,6700238.20,386880.65,1585810.37,25.00,0.16,37519.80,0.19,0.00,30755496.22,4354408.00,3807932.21,0.00,913834675.48,0.00,8343985.63,-1643747.42,-0.20
2020,MA,6354971.61,123004.09,1386417.60,25.00,0.17,39079.20,0.21,0.00,28305196.76,0.00,4150240.86,0.00,744319429.26,0.00,6700238.20,-345266.60,-0.05
2021,MA,6700867.72,282272.66,1401037.36,25.00,0.17,41450.30,0.21,0.00,30003329.03,0.00,4882734.95,0.00,793373342.54,0.00,6354971.61,345896.11,0.05
2022,MA,7339585.59,1154610.97,2020531.48,25.00,0.17,42326.80,0.23,0.00,32382627.60,0.00,5248408.94,0.00,818424425.83,0.00,6700867.72,638717.88,0.10
2023,MA,6468404.63,218255.73,1491615.68,23.00,0.16,43916.80,0.24,0.00,29534803.58,0.00,5899618.46,0.00,770404646.68,0.00,7339585.59,-871180.96,-0.12
2024,MA,7192136.19,322238.77,2089034.31,24.00,,4520.30,0.21,0.00,0.00,0.00,0.00,0.00,92144363.98,0.00,6468404.63,723731.56,0.11
1995,MD,13971614.15,248988845.94,98946865.05,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,MD,14619290.05,289658998.16,113245030.35,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13971614.15,647675.90,0.05
1997,MD,32464590.24,514602369.25,217271401.37,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14619290.05,17845300.19,1.22
1998,MD,36548041.75,577995835.94,239807983.37,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32464590.24,4083451.52,0.13
1999,MD,36880303.72,563553616.67,212468053.92,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36548041.75,332261.97,0.01
2000,MD,32770263.33,505658446.98,156947316.02,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36880303.72,-4110040.39,-0.11
2001,MD,31799379.04,508964534.49,143762791.56,12.00,0.86,6747.60,0.04,18123504.72,1047724.51,13656267.00,1183517.98,0.00,0.00,0.00,32770263.33,-970884.29,-0.03
2002,MD,31420497.43,510719291.46,142929177.88,12.00,0.86,6747.60,0.04,18532558.71,1285479.82,12128005.00,1660989.00,0.00,0.00,0.00,31799379.04,-378881.61,-0.01
2003,MD,32130215.61,537982748.31,136123592.44,13.00,0.62,5967.60,0.04,31004527.88,1607009.67,13690713.00,2646984.00,0.00,0.00,0.00,31420497.43,709718.17,0.02
2004,MD,31154369.56,563367058.59,120610771.58,12.00,0.60,5978.40,0.04,29517638.99,1688207.15,14580260.00,2507521.02,0.00,0.00,0.00,32130215.61,-975846.05,-0.03
2005,MD,31984008.45,563506545.37,120470330.97,12.00,0.61,6068.40,0.04,29621328.07,1952460.75,14703220.97,1703638.99,0.00,0.00,0.00,31154369.56,829638.89,0.03
2006,MD,29285335.10,552541229.68,107395495.43,12.00,0.60,6073.40,0.04,29734488.14,1533442.55,13830411.00,2104274.99,0.00,0.00,0.00,31984008.45,-2698673.36,-0.08
2007,MD,30063513.95,545758424.28,100241995.82,12.00,0.60,6447.40,0.04,30011520.47,2056132.20,14353192.00,1652216.46,0.00,0.00,0.00,29285335.10,778178.85,0.03
2008,MD,27311067.92,454395169.60,71844323.17,13.00,0.19,6435.40,0.04,82528461.05,5159216.35,44036085.00,5922233.98,1656534873.25,145216715.26,0.00,30063513.95,-2752446.03,-0.09
2009,MD,26568682.67,398653661.78,41661718.46,15.00,0.20,6555.40,0.04,73435931.56,5006922.28,43650356.91,5666307.01,1565210072.26,124719340.54,0.00,27311067.92,-742385.26,-0.03
2010,MD,28909657.68,59894281.69,45220039.61,16.00,0.22,7277.80,0.04,71990215.88,5665633.70,41981844.00,5006669.99,1813751758.28,224455510.45,0.00,26568682.67,2340975.02,0.09
2011,MD,26631106.15,64550117.94,45072351.16,17.00,0.21,8168.60,0.05,64073496.99,4918403.05,43192311.00,8461625.99,1897122576.43,207218006.03,0.00,28909657.68,-2278551.53,-0.08
2012,MD,22190809.67,45767259.45,36668809.29,17.00,0.20,8508.30,0.05,49530441.36,5970453.48,40737798.00,5997908.98,1389155446.78,411936042.70,0.00,26631106.15,-4440296.48,-0.17
2013,MD,19495159.09,50234989.95,28907881.65,15.00,0.18,9145.20,0.05,48859890.81,6106925.89,42792915.00,6336526.16,1347629125.95,186957957.82,0.00,22190809.67,-2695650.58,-0.12
2014,MD,21709132.91,47106722.72,30106804.96,15.00,0.19,9805.10,0.06,53758402.84,6265905.56,43030002.00,6069136.77,1645583124.30,150428028.36,0.00,19495159.09,2213973.82,0.11
2015,MD,18781820.67,41060049.13,21555677.82,15.00,0.17,10300.70,0.06,43658655.77,12260513.24,43929975.00,6511236.60,1287344698.43,310533374.52,0.00,21709132.91,-2927312.24,-0.13
2016,MD,18930928.48,33507224.16,18810004.23,14.00,0.17,11010.70,0.06,44242190.78,14178252.93,44280531.00,6383874.01,1261756012.03,446158966.80,0.00,18781820.67,149107.80,0.01
2017,MD,13309576.67,16241800.33,12253651.42,15.00,0.13,11422.50,0.06,26528633.12,19570416.50,45320964.00,8381694.03,860117272.84,436576815.64,0.00,18930928.48,-5621351.81,-0.30
2018,MD,18514329.22,22650521.32,16809771.39,18.00,0.14,13404.90,0.07,31604868.56,40786165.22,44963793.00,11380094.99,1046446426.34,860837120.60,0.00,13309576.67,5204752.55,0.39
2019,MD,14178164.92,11144962.04,7973882.81,16.00,0.12,13082.60,0.07,17681945.10,43601663.60,45038766.00,9607891.46,647589544.97,904738537.48,0.00,18514329.22,-4336164.29,-0.23
2020,MD,11174019.76,6557159.12,4637756.85,15.00,0.10,13686.60,0.07,10377621.05,42039400.69,45241671.00,8279899.67,296790455.25,882566772.81,0.00,14178164.92,-3004145.17,-0.21
2021,MD,14132960.67,9693460.93,6883655.92,14.00,0.12,15062.00,0.08,15660004.03,41732861.09,44980899.00,9799887.05,471079008.63,914789478.17,0.00,11174019.76,2958940.91,0.26
2022,MD,12684014.72,7275467.18,5717105.17,14.00,0.11,16514.70,0.09,14051788.65,41935984.99,44432052.00,8964937.61,412951600.30,918486018.20,0.00,14132960.67,-1448945.95,-0.10
2023,MD,10143916.28,3332837.10,4254152.70,14.00,0.09,17700.60,0.11,5080028.95,45979801.32,44951253.00,9793569.00,251408095.72,1022535968.39,0.00,12684014.72,-2540098.44,-0.20
2024,MD,10480268.23,4082582.83,5637177.87,14.00,,3022.20,0.16,0.00,0.00,0.00,0.00,16791120.79,94466684.09,0.00,10143916.28,336351.95,0.03
1997,ME,1474458.35,26098018.95,4932926.62,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,ME,1739324.05,28598518.02,5810535.41,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1474458.35,264865.70,0.18
1999,ME,2453037.45,34286487.24,8433212.63,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1739324.05,713713.40,0.41
2000,ME,3156289.15,21185530.52,5919410.71,5.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2453037.45,703251.70,0.29
2001,ME,5517285.11,13633510.10,4169465.66,7.00,0.38,17168.40,0.31,675796.87,7309509.17,0.00,2637381.63,0.00,0.00,0.00,3156289.15,2360995.97,0.75
2002,ME,5784562.09,4044667.82,2308404.36,7.00,0.32,16978.10,0.30,767374.17,10727716.48,0.00,2767847.70,0.00,0.00,0.00,5517285.11,267276.98,0.05
2003,ME,5515324.52,9590434.01,3880165.48,7.00,0.35,17143.20,0.31,704406.00,7923124.34,0.00,3066117.61,0.00,0.00,0.00,5784562.09,-269237.57,-0.05
2004,ME,5191940.31,6489737.66,2443643.48,6.00,0.28,17087.10,0.31,734128.22,10385611.21,0.00,3317087.20,0.00,0.00,0.00,5515324.52,-323384.21,-0.06
2005,ME,4587113.24,7772628.46,2470806.81,6.00,0.26,17257.10,0.31,728420.20,7685946.76,0.00,4090926.00,0.00,0.00,0.00,5191940.31,-604827.07,-0.12
2006,ME,3400149.44,646810.20,1072150.61,6.00,0.20,17257.10,0.31,700900.87,7757740.77,0.00,4274953.36,0.00,0.00,0.00,4587113.24,-1186963.80,-0.26
2007,ME,3533199.46,3341971.70,1519930.45,6.00,0.22,17721.50,0.32,701779.55,7127552.61,0.00,3837238.57,0.00,0.00,0.00,3400149.44,133050.02,0.04
2008,ME,3691277.46,2082418.92,1359159.80,6.00,0.07,18272.00,0.33,1723551.00,21862061.97,0.00,13767079.11,37821835.05,377304214.10,0.00,3533199.46,158078.00,0.04
2009,ME,3643492.68,1920690.75,1432190.39,6.00,0.08,19789.40,0.34,1369344.00,21761769.28,0.00,13530904.70,9985728.13,362151255.23,0.00,3691277.46,-47784.79,-0.01
2010,ME,3943457.44,1640023.19,1437008.77,6.00,0.08,21198.60,0.36,1809534.00,25278620.85,0.00,12928737.73,13813337.58,402981372.13,0.00,3643492.68,299964.76,0.08
2011,ME,3337459.90,939569.73,1150389.14,6.00,0.07,21950.30,0.37,1885212.00,21889129.72,0.00,14042621.64,9228632.93,347866823.45,0.00,3943457.44,-605997.54,-0.15
2012,ME,2940072.42,684461.16,1021047.20,6.00,0.07,22902.00,0.38,1866084.00,19545526.21,0.00,13833183.95,9095461.27,308750772.04,0.00,3337459.90,-397387.48,-0.12
2013,ME,2612423.29,1746706.11,1203533.15,6.00,0.06,22992.20,0.38,1834509.00,16310722.88,0.00,13824374.97,11634550.27,253483999.89,0.00,2940072.42,-327649.12,-0.11
2014,ME,2255472.26,1712033.13,1078040.17,6.00,0.06,22679.10,0.39,1765359.00,13840347.33,0.00,14152989.28,14972988.58,209942951.82,0.00,2612423.29,-356951.04,-0.14
2015,ME,1778346.37,3523452.57,1440282.29,6.00,0.05,27105.50,0.45,0.00,8650533.12,0.00,13968705.49,15562224.33,111788515.04,0.00,2255472.26,-477125.89,-0.21
2016,ME,1562749.35,737384.05,576634.84,6.00,0.05,29870.80,0.47,0.00,10064050.25,0.00,14000371.93,13138916.68,138374439.96,0.00,1778346.37,-215597.02,-0.12
2017,ME,1069355.68,887202.83,525916.97,6.00,0.03,29025.50,0.46,0.00,6435147.00,0.00,17181198.04,11927786.64,97730089.85,0.00,1562749.35,-493393.67,-0.32
2018,ME,1183214.82,1286351.03,654248.65,6.00,0.03,29016.80,0.46,0.00,6699729.00,0.00,16972141.87,11030217.73,100172335.47,0.00,1069355.68,113859.14,0.11
2019,ME,804829.27,99420.30,276352.77,6.00,0.03,29320.70,0.46,0.00,5066445.00,0.00,18000968.98,11975876.88,68394640.92,0.00,1183214.82,-378385.55,-0.32
2020,ME,867339.42,106231.42,288375.34,6.00,0.03,29253.90,0.47,0.00,5270118.00,0.00,16743104.97,9264071.77,75454236.85,0.00,804829.27,62510.15,0.08
2021,ME,1466462.19,68557.84,416476.33,6.00,0.04,29875.30,0.47,0.00,9759746.97,0.00,15727997.97,11069446.50,143272740.99,0.00,867339.42,599122.76,0.69
2022,ME,2035716.99,1315641.87,891735.70,6.00,0.05,31255.10,0.48,0.00,12279801.03,0.00,18634217.49,8884913.54,189088073.81,0.00,1466462.19,569254.80,0.39
2023,ME,1664500.94,291234.52,509929.48,6.00,0.04,33613.50,0.49,0.00,11488817.99,0.00,20079165.02,9064961.10,196895623.39,0.00,2035716.99,-371216.05,-0.18
2024,ME,2616333.73,242646.51,587801.03,5.00,,4140.60,0.55,0.00,0.00,0.00,0.00,768574.53,20435419.92,0.00,1664500.94,951832.79,0.57
1995,MI,15476657.08,167706288.20,89069774.48,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,MI,15242050.97,165490500.08,90431481.28,4.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15476657.08,-234606.11,-0.02
1997,MI,74928439.77,807587527.82,363760835.39,24.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15242050.97,59686388.80,3.92
1998,MI,81067492.67,860929987.98,425313151.49,25.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74928439.77,6139052.90,0.08
1999,MI,80156323.95,809236765.51,377197213.01,26.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81067492.67,-911168.72,-0.01
2000,MI,76961860.39,739660165.72,322078573.07,29.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80156323.95,-3194463.56,-0.04
2001,MI,75704283.84,694134892.80,286525550.98,30.00,1.27,31766.40,0.09,21004211.41,7382920.05,26710782.00,359345.00,0.00,0.00,0.00,76961860.39,-1257576.55,-0.02
2002,MI,75529723.28,685997297.15,265246873.70,33.00,1.02,30792.70,0.08,30112383.44,9567734.99,31087454.00,555284.66,0.00,0.00,0.00,75704283.84,-174560.56,0.00
2003,MI,74975871.36,701630300.31,243978869.55,37.00,0.68,30975.10,0.08,65912294.53,13102178.98,27953563.00,357261.29,0.00,0.00,0.00,75529723.28,-553851.92,-0.01
2004,MI,74996524.17,669512977.41,224622090.39,37.00,0.63,30995.50,0.08,69304956.11,15001412.34,30561961.00,413452.40,0.00,0.00,0.00,74975871.36,20652.81,0.00
2005,MI,78080061.80,691020091.01,226580027.41,38.00,0.64,31152.50,0.08,71241355.80,13894476.41,32871574.00,341423.98,0.00,0.00,0.00,74996524.17,3083537.63,0.04
2006,MI,74743144.41,660535638.49,206684785.61,38.00,0.67,31178.00,0.08,68631850.99,11342475.87,29066165.00,472857.01,0.00,0.00,0.00,78080061.80,-3336917.39,-0.04
2007,MI,78857482.90,676027613.50,211770805.75,38.00,0.66,31503.90,0.08,71624909.11,13482017.74,31516953.00,117639.25,0.00,0.00,0.00,74743144.41,4114338.49,0.06
2008,MI,76600382.49,653001174.71,207015935.73,38.00,0.22,32910.70,0.08,211573736.02,29417024.37,94453284.00,1749192.10,5182007721.36,675684166.06,0.00,78857482.90,-2257100.41,-0.03
2009,MI,73598292.38,545267808.05,157899441.54,34.00,0.24,33137.70,0.08,203192047.98,25317714.29,65553027.00,2418069.16,5642480608.68,706448051.51,0.00,76600382.49,-3002090.11,-0.04
2010,MI,74385136.43,484396144.60,152268275.50,34.00,0.22,33594.10,0.08,199737243.54,37024901.34,88873740.00,1736019.01,4891581643.25,831836426.59,0.00,73598292.38,786844.05,0.01
2011,MI,67838577.59,442953685.78,135556163.10,34.00,0.21,36501.50,0.09,179756332.43,38982440.86,98668401.00,2577462.01,3479968180.76,856658588.25,0.00,74385136.43,-6546558.83,-0.09
2012,MI,65490138.16,387260563.76,122352689.63,34.00,0.20,42099.30,0.10,162947155.91,64584808.72,84059142.00,4695702.02,3019332788.74,1298769963.00,0.00,67838577.59,-2348439.43,-0.03
2013,MI,65693268.02,386594727.53,123321300.63,35.00,0.21,45626.30,0.11,171154364.75,40702788.05,86762469.00,10043553.01,2977488610.59,725168538.77,0.00,65490138.16,203129.85,0.00
2014,MI,62952597.04,303007412.50,104896895.34,34.00,0.20,49759.50,0.12,162857527.60,41390260.44,93737544.00,14266695.01,3774007266.76,817579645.21,0.00,65693268.02,-2740670.98,-0.04
2015,MI,64685595.47,262825985.18,88060962.62,34.00,0.19,51461.00,0.12,162661579.75,62077310.37,88001358.00,17449470.01,3402755951.29,1315665732.45,0.00,62952597.04,1732998.43,0.03
2016,MI,55633197.71,165175309.92,67413608.57,35.00,0.17,52867.00,0.13,124995775.73,91371070.12,94655130.00,16553168.98,2527280482.63,1964328703.62,0.00,64685595.47,-9052397.76,-0.14
2017,MI,55742493.63,127818708.32,64769475.52,32.00,0.17,56488.00,0.14,130256158.66,82078416.83,97143576.00,18776325.02,2771701554.35,1645410482.87,0.00,55633197.71,109295.92,0.00
2018,MI,58324474.37,128954838.42,66779471.82,31.00,0.17,57440.00,0.14,131697741.72,96225030.97,91436082.00,19331930.97,2839305029.45,2177018094.74,0.00,55742493.63,2581980.74,0.05
2019,MI,52257845.41,99286079.96,50808993.22,30.00,0.15,61530.20,0.15,115821464.80,106847381.67,98727825.00,20729106.02,2682226019.49,2457372308.47,0.00,58324474.37,-6066628.96,-0.10
2020,MI,44466073.64,67083802.70,38069670.64,29.00,0.14,68779.40,0.16,87478625.83,110963758.97,90997637.91,23274363.05,2128412990.96,2656008457.64,0.00,52257845.41,-7791771.77,-0.15
2021,MI,53520597.59,105468152.68,52499637.36,28.00,0.15,76691.10,0.18,115194584.67,94044863.42,103014957.00,26228945.98,2523508730.85,2177419656.50,0.00,44466073.64,9054523.95,0.20
2022,MI,54319267.89,84431896.00,45078795.34,29.00,0.16,82280.90,0.18,108625791.83,123895062.22,78040083.00,31581578.98,2559829864.40,2781258096.71,0.00,53520597.59,798670.30,0.01
2023,MI,47784469.59,50814530.19,34125549.39,25.00,0.13,89742.20,0.20,75101563.60,165421218.53,83988324.00,30415875.01,1855864806.02,3605612722.72,0.00,54319267.89,-6534798.30,-0.12
2024,MI,49882590.49,51416006.45,35037702.47,25.00,,10201.30,0.22,0.00,0.00,0.00,0.00,190545267.87,368276012.54,0.00,47784469.59,2098120.90,0.04
1995,MN,10940929.85,25004312.67,36281798.33,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,MN,11536600.98,27594248.85,36640548.74,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10940929.85,595671.13,0.05
1997,MN,36160752.71,180492494.30,186898766.83,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11536600.98,24624151.72,2.13
1998,MN,36915595.66,174625056.55,175725934.22,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36160752.71,754842.95,0.02
1999,MN,35366839.79,185936471.59,166726879.43,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36915595.66,-1548755.87,-0.04
2000,MN,38796256.41,186144099.97,167087978.58,15.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35366839.79,3429416.62,0.10
2001,MN,38024123.23,184054593.67,162374212.46,18.00,0.94,8538.00,0.06,25029801.30,630308.49,11789027.00,1548707.00,0.00,0.00,0.00,38796256.41,-772133.18,-0.02
2002,MN,40945557.67,202571516.61,173326500.44,20.00,0.92,8470.80,0.06,26916146.55,1180640.27,13684824.00,1694711.46,0.00,0.00,0.00,38024123.23,2921434.45,0.08
2003,MN,43335167.36,223002650.93,180026572.68,21.00,0.79,10390.10,0.07,36380706.11,1821755.69,13413828.02,1792332.95,0.00,0.00,0.00,40945557.67,2389609.69,0.06
2004,MN,40805043.46,209737786.37,168822198.34,20.00,0.78,11095.70,0.07,34700675.65,1455877.81,13295502.00,1513049.79,0.00,0.00,0.00,43335167.36,-2530123.90,-0.06
2005,MN,40866374.02,202515033.79,168410144.31,22.00,0.77,13007.70,0.08,33583727.25,2669777.52,12835219.00,2356851.61,0.00,0.00,0.00,40805043.46,61330.56,0.00
2006,MN,39767585.42,181429205.73,155416012.40,23.00,0.75,14935.70,0.09,33481181.91,2553746.25,13183417.98,2625730.24,0.00,0.00,0.00,40866374.02,-1098788.61,-0.03
2007,MN,39928099.46,163941654.27,147485348.50,25.00,0.73,19736.10,0.11,32422435.78,3982911.44,13103000.00,3291495.85,0.00,0.00,0.00,39767585.42,160514.05,0.00
2008,MN,38994272.65,143851036.73,114404797.30,30.00,0.24,24064.50,0.12,95897640.84,8738801.18,38990514.00,13676494.40,2686449551.84,229460127.20,0.00,39928099.46,-933826.81,-0.02
2009,MN,35390936.14,99613284.74,74182677.67,27.00,0.23,26659.20,0.13,88396325.43,8673199.01,37180275.00,16039977.75,2402243861.74,231346205.31,0.00,38994272.65,-3603336.51,-0.09
2010,MN,34123981.56,83147635.18,62345154.75,27.00,0.21,30293.60,0.15,84802029.56,13012201.12,40434138.00,16044396.57,2324593673.34,310993464.60,0.00,35390936.14,-1266954.58,-0.04
2011,MN,33739064.19,73234927.81,55915056.96,27.00,0.21,37865.80,0.18,85254873.99,10208713.91,35875575.00,22415530.39,2449691058.39,248081720.35,0.00,34123981.56,-384917.37,-0.01
